id,begin,end,utterance_id,word_id,pronunciation_id
1,0.0,0.029999999329447746,1,1,1
2,0.029999999329447746,0.6299999952316284,1,164477,171819
3,0.6299999952316284,0.7440000176429749,1,1,1
4,0.0,0.05000000074505806,10,1,1
5,0.05000000074505806,0.5299999713897705,10,76317,79966
6,0.5299999713897705,0.6000000238418579,10,1,1
7,0.0,0.03999999910593033,100,1,1
8,0.03999999910593033,0.5699999928474426,100,52905,55365
9,0.5699999928474426,0.6480000019073486,100,1,1
10,0.0,0.05999999865889549,101,1,1
11,0.05999999865889549,0.5299999713897705,101,37411,39034
12,0.5299999713897705,0.6000000238418579,101,1,1
13,0.0,0.03999999910593033,102,1,1
14,0.03999999910593033,0.23000000417232513,102,78761,82510
15,0.23000000417232513,0.3499999940395355,102,89336,93717
16,0.3499999940395355,0.7799999713897705,102,77327,81024
17,0.7799999713897705,0.8600000143051147,102,86161,90191
18,0.8600000143051147,1.0299999713897705,102,81447,85278
19,1.0299999713897705,1.5,102,82268,86125
20,1.5,1.6080000400543213,102,1,1
21,0.0,0.05000000074505806,103,1,1
22,0.05000000074505806,0.17000000178813934,103,175734,183488
23,0.17000000178813934,0.6200000047683716,103,11073,11744
24,0.6200000047683716,0.75,103,5413,5766
25,0.75,0.9800000190734863,103,81447,85278
26,0.9800000190734863,1.350000023841858,103,22686,23727
27,1.350000023841858,1.5800000429153442,103,144871,151228
28,1.5800000429153442,1.649999976158142,103,7,9
29,1.649999976158142,2.0299999713897705,103,22740,23784
30,2.0299999713897705,2.4800000190734863,103,19668,20605
31,2.4800000190734863,2.568000078201294,103,1,1
32,0.0,0.03999999910593033,104,1,1
33,0.03999999910593033,0.20000000298023224,104,176017,183782
34,0.20000000298023224,0.33000001311302185,104,89336,93717
35,0.33000001311302185,0.6399999856948853,104,163700,171005
36,0.6399999856948853,0.8899999856948853,104,120376,125662
37,0.8899999856948853,1.0499999523162842,104,127209,132745
38,1.0499999523162842,1.5199999809265137,104,82268,86125
39,1.5199999809265137,1.6080000400543213,104,1,1
40,0.0,0.03999999910593033,105,1,1
41,0.03999999910593033,0.25999999046325684,105,159175,166369
42,0.25999999046325684,0.6399999856948853,105,159006,166189
43,0.6399999856948853,1.0299999713897705,105,165553,172929
44,1.0299999713897705,1.8700000047683716,105,87278,91390
45,1.8700000047683716,1.968000054359436,105,1,1
46,0.0,0.03999999910593033,106,1,1
47,0.03999999910593033,0.5899999737739563,106,176369,184145
48,0.5899999737739563,0.671999990940094,106,1,1
49,0.0,0.05999999865889549,107,1,1
50,0.05999999865889549,0.5699999928474426,107,50528,52909
51,0.5699999928474426,0.6480000019073486,107,1,1
52,0.0,0.029999999329447746,108,1,1
53,0.029999999329447746,0.5299999713897705,108,154775,161819
54,0.5299999713897705,0.6480000019073486,108,1,1
55,0.0,0.029999999329447746,109,1,1
56,0.029999999329447746,0.6800000071525574,109,165553,172929
57,0.6800000071525574,0.7680000066757202,109,1,1
58,0.0,0.05999999865889549,11,1,1
59,0.05999999865889549,0.1599999964237213,11,84688,88643
60,0.1599999964237213,0.41999998688697815,11,176292,184063
61,0.41999998688697815,0.5099999904632568,11,193006,201381
62,0.5099999904632568,0.75,11,160161,167375
63,0.75,0.9599999785423279,11,175621,183370
64,0.9599999785423279,1.0499999523162842,11,175734,183488
65,1.0499999523162842,1.309999942779541,11,176795,184605
66,1.309999942779541,1.899999976158142,11,20798,21778
67,1.899999976158142,1.9919999837875366,11,1,1
68,0.0,0.05000000074505806,110,1,1
69,0.05000000074505806,0.5600000023841858,110,92699,97197
70,0.5600000023841858,0.6240000128746033,110,1,1
71,0.0,0.07000000029802322,111,1,1
72,0.07000000029802322,0.5899999737739563,111,92560,97052
73,0.5899999737739563,0.7200000286102295,111,1,1
74,0.0,0.05999999865889549,112,1,1
75,0.05999999865889549,0.7200000286102295,112,42975,44823
76,0.7200000286102295,0.8159999847412109,112,1,1
77,0.0,0.44999998807907104,113,60443,63482
78,0.44999998807907104,0.5759999752044678,113,1,1
79,0.0,0.05999999865889549,114,1,1
80,0.05999999865889549,0.5,114,91561,96016
81,0.5,0.6240000128746033,114,1,1
82,0.0,0.029999999329447746,115,1,1
83,0.029999999329447746,0.6000000238418579,115,198266,207021
84,0.6000000238418579,0.7099999785423279,115,175734,183488
85,0.7099999785423279,1.0,115,198604,207373
86,1.0,1.2400000095367432,115,20745,21725
87,1.2400000095367432,1.6200000047683716,115,152887,159863
88,1.6200000047683716,2.1700000762939453,115,198245,207000
89,2.1700000762939453,2.25600004196167,115,1,1
