file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
the-black-cat-is-happy-428910b2,0.0,1.44,corpus,-49.83070543077257,-50.97769521077474,1.4992603636182624,20.802765732662174
general-dfe2db74,0.0,0.72,corpus,-47.397121853298614,-44.2796573638916,1.4904773023397693,18.448005885250453
foot-32cb9138,0.0,0.576,corpus,-53.895490975215516,-54.716321309407554,1.480538681055222,18.338544921348912
phone-f6be6ca9,0.0,0.696,corpus,-48.04154227120536,-48.303732554117836,1.480538681055222,16.633404743369542
dance-74b518ed,0.0,0.816,corpus,-48.82845250571646,-50.83566761016846,1.4728203536732931,19.187498871625877
over-f0fed7e4,0.0,0.648,corpus,-51.75108548677885,-52.44146728515625,1.4659375447670437,21.465320935478996
information-83dd9d6a,0.0,0.984,corpus,-51.116435148278065,-50.598962995741104,1.464384694945561,20.71292140991276
she-shares-special-information-c583d1bd,0.0,1.968,corpus,-51.034328402601524,-51.43635213942755,1.464384694945561,20.630506522643035
the-happy-child-uses-a-pencil-and-paper-1bf4f3d3,0.0,2.592,corpus,-52.48865453064672,-52.965055268386315,1.464384694945561,22.005052308638717
i-explained-to-the-taxi-driver-to-come-at-six-aee82d60,0.0,2.856,corpus,-50.99601521525349,-51.45073116526884,1.4520301257578125,19.615667304359235
fat-5b5fb1c9,0.0,0.576,corpus,-51.590740335398706,-54.29888025919596,1.4496256415282807,17.395623671831878
month-021710fa,0.0,0.552,corpus,-52.85252130681818,-51.88080310821533,1.418415821345141,21.034357759099528
afternoon-7a10f399,0.0,0.84,corpus,-47.744053431919646,-47.66180864969889,1.4085753181238378,19.753921867526703
help-92005ecf,0.0,0.528,corpus,-46.757116929540096,-45.18966007232666,1.3880112387546502,17.88193467835263
coin-3478fe69,0.0,0.72,corpus,-49.40620252821181,-48.92352294921875,1.3748632907297265,19.521033735735877
green-bc74f4f0,0.0,0.648,corpus,-52.64432842548077,-53.609389305114746,1.3748626662173804,17.83568927147406
down-77346d04,0.0,0.648,corpus,-45.727959735576924,-46.99838511149088,1.3748626662173804,19.383775550294875
look-e09315fa,0.0,0.552,corpus,-53.54365678267045,-52.48752975463867,1.3666520303922176,20.552642661830113
